Doctor_ID,Name,Degree,Rating,Patients,City,Consult Fee,Experience,Speciality
AAA816,Dr. Thomas J Kishen,"MBBS, Diploma in Orthopaedics, DNB - Orthopedics/Orthopedic Surgery, Fellow in Spine Surgery",4.45,28,Bangalore,1100,27,Spine Surgeon (Ortho)
AAA817,Dr. Poonam Patil,"MBBS, MD - Pediatrics, DM - Oncology",4.05,32,Bangalore,1100,35,Medical Oncologist
AAA818,Dr. Anupama MP,"MBBS, MD - Dermatology , Venereology & Leprosy, DNB - Dermatology, Venereology & Leprosy",4.6,24,Bangalore,650,15,"Dermatologist, Pediatric Dermatologist"
AAA819,Dr. Aleya Anitha,"MBBS, DNB - General Medicine, DNB - Nephrology",5,13,Bangalore,600,30,Nephrologist/Renal Specialist
AAA820,Mr. Aji Joseph,"MSc - Counselling Psychology, Diploma of Clinical Hypnotherapy",5,46,Bangalore,1800,10,"TherapistCounselling Psychologist, Hypnotherapist"
AAA821,Dr. Uma Karjigi,"MBBS, MRCP (UK)",3.95,29,Bangalore,1000,22,Rheumatologist
AAA822,Dr. Jai Babu,"MBBS, MD - Medicine, DM - Cardiology",4.85,108,Bangalore,600,20,"Cardiologist, Interventional Cardiologist, Internal Medicine"
AAA823,Dr. Rupali Wankhede Panpate,BDS,4.9,110,Bangalore,400,18,"Dental Surgeon, Dentist"
AAA824,Dr. Samson   (Physiotherapist),BPTh/BPT,5,27,Bangalore,900,17,TherapistPhysiotherapist
AAA825,Dr. Khushbu Shah,BDS,5,101,Bangalore,400,12,Dentist
AAA826,Mr. Sreevathsa,MS - Counselling and Psychotherapy,4.7,72,Bangalore,1200,10,TherapistCounselling Psychologist
AAA827,Dr. Shyam Padmanabhan,"BDS, MDS - Periodontics",4.95,647,Bangalore,500,27,"Periodontist, Dentist, Implantologist, Dental Surgeon"
AAA828,Dr. Jayasheela,BAMS,5,20,Bangalore,500,12,AYUSHAyurveda
AAA829,Dr. Vani R,"MBBS, MS - Obstetrics & Gynaecology",4.8,329,Bangalore,500,26,"Gynecologist, Infertility Specialist, Laparoscopic Surgeon (Obs & Gyn)"
AAA830,Dr. Shila Narain,"MBBS, Diploma in Child Health (DCH)",4.75,41,Bangalore,500,51,Pediatrician
AAA831,Dr. Archana Diwan,BDS,4.95,85,Bangalore,400,23,"Dentist, Dental Surgeon, Cosmetic/Aesthetic Dentist"
AAA832,Dr. Priyamvadha K,"MBBS, MS - General Surgery, MCh - Neuro Surgery",5,25,Bangalore,700,23,"Neurosurgeon, Spine Surgeon (Neuro)"
AAA833,Dr. Venu Madhav Reddy,"MBBS, MD - General Medicine, DM - Nephrology",4.9,149,Bangalore,700,19,Nephrologist/Renal Specialist
AAA834,Dr. Shilpa Ellur,"MBBS, DGO, DNB - Obstetrics & Gynecology",4.8,94,Bangalore,600,19,"Gynecologist, Obstetrician, Infertility Specialist"
AAA835,Dr. Shankar,"MBBS, DNB - Orthopedics/Orthopedic Surgery, Diploma in Orthopaedics",3.55,17,Bangalore,950,27,Orthopedic surgeon
AAA836,Dr. S. Padmanabhan,"MBBS, DNB - General Medicine, DM - Nephrology",4.9,174,Bangalore,800,32,Nephrologist/Renal Specialist
AAA837,Dr. Gopathi Haritha,BDS,4.85,61,Bangalore,300,12,"Dental Surgeon, Dentist"
AAA838,Dr. Dheeraj Karanth,"MBBS, DNB - Gastroenterology",4.85,87,Bangalore,800,16,Gastroenterologist
AAA839,Dr. Tanuja Mishra,"MBBS, MD - Pediatrics",4.6,53,Bangalore,950,26,Pediatrician
AAA840,Dr. Satish Kumar S,"MBBS, MRCP (UK), CCT - Endocrinology and Diabetes Mellitus",4.7,108,Bangalore,1050,29,"Endocrinologist, Diabetologist"
AAA841,Dr. Shivani Venkatesh,"MDS - Conservative Dentistry & Endodontics, BDS",5,35,Bangalore,500,12,"Dentist, Endodontist, Restorative Dentist"
AAA842,Dr. Prashant Singh,"MS - Ophthalmology, MBBS",4.95,164,Bangalore,500,24,Ophthalmologist/ Eye Surgeon
AAA843,Dr. Ritika Bhatt,"MS - ENT, MBBS",4.75,183,Bangalore,700,13,ENT/ Otorhinolaryngologist
AAA844,Dr. Roopa T,"MBBS, MRCP (UK), CCT - Rheumatology",4.7,18,Bangalore,1050,21,Rheumatologist
AAA845,Dr. Naveen R B,"MBBS, Diploma in Child Health (DCH), Fellowship in Neonatology",4.6,250,Bangalore,850,23,"Pediatrician, Neonatologist"
AAA846,Dr. Nanda Rajaneesh,"MBBS, MS - General Surgery, Training in Surgical Oncology (G.I. Oncology)",4.25,213,Bangalore,600,28,"Laparoscopic Surgeon, General Surgeon, Proctologist, Bariatric Surgeon"
AAA847,Dr. S. Raghavendra,"MD - General Medicine, MBBS, DM - Neurology",4.9,59,Bangalore,1000,25,Neurologist
AAA848,Dr. Ravindra Puttaswamaiah,"MBBS, MS - Orthopaedics",3.7,19,Bangalore,850,24,"Orthopedic surgeon, Joint Replacement Surgeon"
AAA849,Dr. Kilari Mounika,"MD - General Medicine, DM - Gastroenterology, MBBS",4.9,537,Bangalore,500,12,Gastroenterologist
AAA850,Dr. Partha Pratim Roy,"BDS, MDS - Periodontology and Oral Implantology",4.7,17,Bangalore,300,11,"Periodontist, Dentist"
AAA851,Dr. Radhakrishnan C N,"MBBS, MS - General Surgery, DNB - General Surgery, FRCS - Paediatric Surgery",3.75,24,Bangalore,1100,34,"Pediatric Surgeon, General Surgeon"
AAA852,Dr. Indira C  Reddy,"MBBS, MD - Obstetrics & Gynaecology, DGO",4.35,15,Bangalore,750,43,"Obstetrician, Gynecologist"
AAA853,Dr. Raghunandan,"MBBS, DNB - General Medicine, DNB - Cardiology",4.85,30,Bangalore,700,28,Cardiologist
AAA854,Dr. Deepthi B,BDS,4.75,20,Bangalore,500,13,"Dentist, Dental Surgeon"
AAA855,Dr. Anithakumari AM,"MBBS, Diploma in Otorhinolaryngology (DLO), DNB - Otorhinolaryngology",4.65,71,Bangalore,600,27,"ENT/ Otorhinolaryngologist, Pediatric Otorhinolaryngologist"
AAA856,Dr. Nivedita,"MBBS, MS - Obstetrics & Gynaecology",4.85,76,Bangalore,850,12,Gynecologist
AAA857,Dr. Murali,"MBBS, Diploma in Orthopaedics",4.6,12,Bangalore,600,22,Orthopedic surgeon
AAA858,Dr. Puneetha Prakash,BDS,5,36,Bangalore,200,17,"Dentist, Cosmetic/Aesthetic Dentist"
AAA859,Dr. Maruthesh Gowda,"MBBS, FRCS - General Surgery, MRCS (UK)",4.75,1244,Bangalore,600,19,"Bariatric Surgeon, General Surgeon, Intestine Surgeon, GastroIntestinal Surgeon, Laparoscopic Surgeon, Proctologist, Gastroenterologist, Colorectal Surgeon, Breast Surgeon"
AAA860,Dr. Pradeep Kocheeppan,"MBBS, Diploma in Orthopaedics, DNB - Orthopedics/Orthopedic Surgery",4.15,47,Bangalore,850,25,Orthopedic surgeon
AAA861,Dr. Lakshmi P V,"MBBS, Member of Royal College of Emergency Medicine(MRCEM)",4.95,190,Bangalore,400,22,"Emergency Medicine, General Physician"
AAA862,Dr. Harish Prasad B.R,"MD - Dermatology , Venereology & Leprosy, MBBS",4.8,717,Bangalore,700,16,"Hair Transplant Surgeon, Dermatologist"
AAA863,Dr. Narendra BS,"MBBS, MD - General Medicine, DM - Endocrinology",4.85,661,Bangalore,750,23,"Diabetologist, Endocrinologist"
AAA864,Dr. Sagar Sharma H S,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics, Fellowship in Neonatology",4.9,123,Bangalore,800,16,"Pediatrician, Neonatologist"
AAA865,Dr. Venkatesh Garla,"BDS, MDS - Orthodontics, MRCS - Orthodontics",4.95,291,Bangalore,500,20,Orthodontist
AAA866,Dr. Praveen Joshi,"MBBS, DNB - General Surgery, DNB - Urology/Genito - Urinary Surgery",4.5,125,Bangalore,850,24,"Andrologist, Urologist, Urological Surgeon"
AAA867,Dr. Jigisha N Jalu,"MBBS, MD - Skin & VD",4.9,83,Bangalore,700,13,"Dermatologist, Dermatosurgeon, Hair Transplant Surgeon"
AAA868,Dr. Sushant,"MDS - Oral & Maxillofacial Surgery, BDS",4.85,37,Bangalore,500,12,"Oral And MaxilloFacial Surgeon, Implantologist, Dental Surgeon"
AAA869,Dr. Gururaj H,"MBBS, DNB - General Surgery, DNB - Plastic Surgery",4.8,27,Bangalore,850,22,Plastic Surgeon
AAA870,Dr. Raghuram C P,"MBBS, MD - Pediatrics",4.7,18,Bangalore,1000,27,Pediatrician
AAA871,Dr. Ambuja B N,"MBBS, DGO, MD - Obstetrics & Gynaecology",4.8,23,Bangalore,750,31,"Obstetrician, Gynecologist"
AAA872,Dr. Arun Kumar,"MD - General Medicine, MBBS",4.85,29,Bangalore,500,10,General Physician
AAA873,Dr. Nagbhushan,"MBBS, MS - General Surgery, FRCS - General Surgery (Colorectal)",5,16,Bangalore,800,29,Colorectal Surgeon
AAA874,Dr. Naveen Visweswaraiah,"BNYS, PhD - Yoga",4.8,82,Bangalore,1500,29,AYUSHYoga and Naturopathy
AAA875,Dr. Supriya Seshadri,"MD - Obstetrics & Gynaecology, MBBS",4.7,32,Bangalore,900,39,"Infertility Specialist, Gynecologist, Obstetrician"
AAA876,Dr. U Vasudeva Rao,"MBBS, MS - General Surgery",4.35,15,Bangalore,650,48,General Surgeon
AAA877,Dr. Sumalatha,BDS,4.95,184,Bangalore,300,15,Dentist
AAA878,Dr. Ravikiran N,"BDS, MDS - Periodontics",4.8,24,Bangalore,300,20,"Dentist, Periodontist, Implantologist"
AAA879,Dr. Sharath Shetty,"MBBS, MS - Ophthalmology",4.65,82,Bangalore,500,24,Ophthalmologist/ Eye Surgeon
AAA880,Dr. Sanjay S Desai,"MBBS, MD - Dermatology , Venereology & Leprosy",4.7,68,Bangalore,500,15,"Dermatologist, Aesthetic Dermatologist, Trichologist, Hair Transplant Surgeon, Cosmetologist"
AAA881,Ms. Shoba Mary Jacob,"BSc - Psychology, MSc. - Counselling and Guidance / Advanced Organisational Behaviour",5,12,Bangalore,2000,11,TherapistCounselling Psychologist
AAA882,Dr. Vykunta Raju K. N,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics, DM - Pediatric Neurology",4.85,3826,Bangalore,550,24,"Pediatric Neurologist, Pediatrician"
AAA883,Dr. Swetha Bankapur,BDS,4.95,279,Bangalore,200,16,"Cosmetic/Aesthetic Dentist, Dentist"
AAA884,Dr. Smitha M,"BDS, MDS - Paedodontics And Preventive Dentistry",4.55,22,Bangalore,400,23,Pediatric Dentist
AAA885,Dr. Sowmya Prashanth,"MBBS, DNB - Paediatrics",4.85,67,Bangalore,700,24,Pediatrician
AAA886,Dr. K R Bharath Kumar Reddy,"MBBS, MD - Pediatrics",4.8,628,Bangalore,650,15,Pediatrician
AAA887,Dr. Ruchi Rajput,"MBBS, MS - ENT",4.8,395,Bangalore,700,18,"ENT/ Otorhinolaryngologist, Pediatric Otorhinolaryngologist, Head and Neck Surgeon"
AAA888,Dr. Asha Shanbhag,"MBBS, MS - Obstetrics & Gynaecology",5,201,Bangalore,850,16,"Gynecologist, Obstetrician, Laparoscopic Surgeon (Obs & Gyn)"
AAA889,Dr. Sandhya Rani,"MBBS, DGO",4.9,53,Bangalore,850,17,Obstetrician
AAA890,Dr. Shantala M.N,"MBBS, Diploma in Otorhinolaryngology (DLO), DNB - Otorhinolaryngology",4.95,523,Bangalore,650,24,ENT/ Otorhinolaryngologist
AAA891,Dr. Zankhana M Buch,"BAMS, MD - Ayurveda Medicine",4.8,47,Bangalore,1000,20,AYUSHAyurveda
AAA892,Dr. S M Fayaz,"MD - General Medicine, MBBS",4.85,259,Bangalore,700,12,"General Physician, Consultant Physician, Internal Medicine"
AAA893,Dr. Kavita Manwani,MBBS,4.65,14,Bangalore,650,27,General Physician
AAA894,Dr. Roopa. R,"MBBS, MD - General Medicine, DNB - Cardiology",4.75,180,Bangalore,700,24,Cardiologist
AAA895,Dr. Asha C.K,BDS,4.95,384,Bangalore,250,32,Dentist
AAA896,Dr. Punyatoya Sahoo,"BDS, MDS - Paedodontics And Preventive Dentistry",4.4,65,Bangalore,500,12,"Pediatric Dentist, Dentist, Dental Surgeon"
AAA897,Dr. Somanna M,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery",4.55,44,Bangalore,1100,37,Urologist
AAA898,Dr. Rohit,"BDS, MDS - Oral & Maxillofacial Surgery",4.85,35,Bangalore,500,16,"Oral And MaxilloFacial Surgeon, Dentist, Dental Surgeon"
AAA899,Dr. Amrithlal. A. Mascarenhas,"MBBS, MS - Orthopaedics, FNB - Spine Surgery",4.55,32,Bangalore,1000,23,"Orthopedic surgeon, Spine And Pain Specialist, Spine Surgeon (Ortho)"
AAA900,Dr. Srinivas Nagendra,"MBBS, MS - Orthopaedics",5,12,Bangalore,500,19,"Orthopedic surgeon, Joint Replacement Surgeon, Spine Surgeon (Ortho)"
AAA901,Dr. Anil Patil,"MBBS, MS - Orthopaedics, DNB - Orthopedics/Orthopedic Surgery",4.95,172,Bangalore,850,14,"Joint Replacement Surgeon, Orthopedic surgeon"
AAA902,Dr. Bijina Rajan,"BDS, MDS - Oral Medicine and Radiology",4.95,549,Bangalore,300,13,"Oral Medicine and Radiology, Cosmetic/Aesthetic Dentist, Implantologist"
AAA903,Ms. Nithya Sarah Abraham,"M.Phil - Clinical Psychology, MSc - Clinical Psychology, BSc - Psychology",4.85,37,Bangalore,1500,10,TherapistClinical Psychologist
AAA904,Dr. Parvesh Kumar Jain,"MBBS, DM - Gastroenterology, MD - General Medicine",3.35,18,Bangalore,740,24,Gastroenterologist
AAA905,Dr. Gayatri S Pandit,"MBBS, Diploma in Otorhinolaryngology (DLO)",4.75,1053,Bangalore,700,19,ENT/ Otorhinolaryngologist
AAA906,Dr. Fiza Taj Samadh   (Physiotherapist),BPTh/BPT,4.1,28,Bangalore,300,15,TherapistPhysiotherapist
AAA907,Dr. Anand Kumar M,"MBBS, MD - General Medicine, DM - Cardiology",5,21,Bangalore,750,18,"Cardiologist, Interventional Cardiologist"
AAA908,Dr. Jagdish Chattnalli,"DNB - Neurosurgery, MBBS",3.7,19,Bangalore,600,23,"Neurosurgeon, Neurologist, Spine Surgeon (Neuro)"
AAA909,Dr. Ramakrishnan S,"MBBS, MD - General Medicine, DM - Nephrology",4.9,170,Bangalore,750,37,Nephrologist/Renal Specialist
AAA910,Dr. Prateek Nayak,"MBBS, MS - ENT, DNB - Otorhinolaryngology",4.15,48,Bangalore,1000,19,ENT/ Otorhinolaryngologist
AAA911,Dr. Idris Md,"BDS, MDS - Oral & Maxillofacial Surgery",4.95,343,Bangalore,300,14,"Hair Transplant Surgeon, Oral And MaxilloFacial Surgeon, Implantologist"
AAA912,Dr. Arjunsa H Satapute,"MBBS, MD - Pulmonary Medicine",4.45,37,Bangalore,700,15,Pulmonologist
AAA913,Dr. Nataraja Setty,"MBBS, MD - General Medicine, DM - Cardiology",4.95,229,Bangalore,700,20,"Cardiologist, Interventional Cardiologist"
AAA914,Dr. Lokesh A Veerappa,"MBBS, MS - Orthopaedics",4.8,139,Bangalore,900,24,"Orthopedic surgeon, Joint Replacement Surgeon"
AAA915,Dr. Mukta Nadig,"MBBS, MS - Obstetrics & Gynaecology",4.7,378,Bangalore,850,42,"Gynecologist, Obstetrician, Infertility Specialist"
AAA916,Dr. Govind S Mittal,"MBBS, MD - Dermatology , Venereology & Leprosy",4.9,1065,Bangalore,800,13,"Dermatologist, Trichologist, Venereologist, Dermatosurgeon, Hair Transplant Surgeon"
AAA917,Mr. SLP Sanjay Kumar,"BSc - Speech & Hearing, Master of Science in Speech-Language Pathology",4.8,645,Bangalore,1400,18,"TherapistAudiologist, Speech Therapist"
AAA918,Dr. Anupama Kumar,"MBBS, MD - Medicine, MRCP (UK)",4.55,11,Bangalore,800,39,Rheumatologist
AAA919,Dr. Poornima M. Gowda,"MBBS, DNB - Obstetrics & Gynecology, DGO",4.65,318,Bangalore,850,21,Gynecologist
AAA920,Dr. Sowmya SB,"MD - Ayurveda Medicine, BAMS",5,11,Bangalore,550,25,AYUSHAyurveda
AAA921,Dr. Beena Gopi,BDS,5,114,Bangalore,300,21,Cosmetic/Aesthetic Dentist
AAA922,Dr. Raajam Murali S R,"MBBS, MD - Obstetrics & Gynaecology",4.7,17,Bangalore,900,23,"Gynecologist, Obstetrician, Infertility Specialist"
AAA923,Dr. Manjunath A,BHMS,4.4,17,Bangalore,450,20,AYUSHHomoeopath
AAA924,Dr. Shreedhar K B,"MBBS, DPM (Psychiatry), DNB - Psychiatry, Fellow of the Royal Australian and New Zealand College of Psychiatrists (FRANZCP)",5,31,Bangalore,1600,22,Psychiatrist
AAA925,Dr. Satyanarayana Mysore,"MBBS, DNB - General Medicine, FRACP (Respiratory Medicine & Sleep Medicine), FCCP - Pulmonary Medicine",3.95,33,Bangalore,1100,30,"Somnologist (Sleep Specialist), Pulmonologist"
AAA926,Dr. Ashwini P,"MBBS, DNB - Obstetrics & Gynecology",4.55,365,Bangalore,700,21,"Gynecologist, Infertility Specialist, Obstetrician, Laparoscopic Surgeon (Obs & Gyn)"
AAA927,Dr. Sampath Kumar,"DNB - General Surgery, MBBS",3.25,20,Bangalore,1100,23,"General Surgeon, Laparoscopic Surgeon, Bariatric Surgeon"
AAA928,Dr. Basanth Kumar.S,"MBBS, MD - General Medicine",4.4,17,Bangalore,850,20,"General Physician, Internal Medicine"
AAA929,Dr. C M Adarsh,"BDS, MDS - Oral & Maxillofacial Surgery",4.75,74,Bangalore,500,21,"Oral And MaxilloFacial Surgeon, Dentist"
AAA930,Dr. Teena Aiyanna,BDS,5,39,Bangalore,400,21,Dentist
AAA931,Dr. Dhanraj G A,"MBBS, MS - ENT",4.5,90,Bangalore,800,17,ENT/ Otorhinolaryngologist
AAA932,Dr. Disha Sridhar,"MBBS, MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology",4.25,66,Bangalore,700,22,"Obstetrician, Gynecologist"
AAA933,Dr. Manjunath G S,"BDS, MDS - Oral & Maxillofacial Surgery, FICOI",4.95,387,Bangalore,350,21,"Oral And MaxilloFacial Surgeon, Implantologist, Cosmetic/Aesthetic Dentist"
AAA934,Dr. Shreyas Pradeep,"MBBS, MS - ENT",4.9,434,Bangalore,500,11,ENT/ Otorhinolaryngologist
AAA935,Dr. Sushanth Shivaswamy,"MBBS, MD - Pediatrics, Fellow of the Royal College of Pediatrics and Child Health (UK)",5,46,Bangalore,700,15,Pediatrician
AAA936,Dr. Mahesh Meda,"MBBS, Diploma in Otorhinolaryngology (DLO), DNB - Otorhinolaryngology",3.6,127,Bangalore,650,29,ENT/ Otorhinolaryngologist
AAA937,Dr. Manish Joshi,"MBBS, MS - General Surgery, MRCS (UK), DNB - Surgical Gastroenterology",4.4,42,Bangalore,1100,23,"Laparoscopic Surgeon, Bariatric Surgeon, GastroIntestinal Surgeon, General Surgeon, Gastroenterologist"
AAA938,Dr. Anil Kumar P.L.,"MBBS, MS - General Surgery, DNB - Pediatric Surgery",4.6,37,Bangalore,1000,17,Pediatric Surgeon
AAA939,Dr. Pradeep Kumar,"MBBS, MD - Rheumatology",3.75,16,Bangalore,900,24,Rheumatologist
AAA940,Dr. Deepa Rawal,MBBS,4.4,33,Bangalore,600,27,General Physician
AAA941,Dr. Sreenivasa D,"MBBS, MD - General Medicine, DNB - General Medicine, DM - Gastroenterology, DNB - Gastroenterology",4.5,593,Bangalore,1100,36,Gastroenterologist
AAA942,Dr. Ram.S. Mirlay,"MBBS, MS - Ophthalmology",4.9,41,Bangalore,700,33,Ophthalmologist/ Eye Surgeon
AAA943,Dr. Pavan T.P,"BDS, MDS - Prosthodontist And Crown Bridge",4.95,267,Bangalore,400,14,"Dentist, Prosthodontist, Implantologist"
AAA944,Ms. Radhika Poovayya,MSc. - Speech and Hearing,4.45,129,Bangalore,1300,36,TherapistSpeech Therapist
AAA945,Dr. B K Madhusudhan,"DM - Neurology, MBBS, MD - General Medicine",4.5,63,Bangalore,800,20,Neurologist
AAA946,Dr. S K Krishnan,MBBS,4.65,15,Bangalore,650,22,General Physician
AAA947,Dr. Prajual S Hegde,"MBBS, MD - Obstetrics & Gynaecology",4.7,70,Bangalore,700,29,"Obstetrician, Gynecologist, Infertility Specialist"
AAA948,Dr. Anoop Gopal D S,"MBBS, MD - Dermatology , Venereology & Leprosy",4.55,47,Bangalore,600,12,"Dermatologist, Trichologist, Aesthetic Dermatologist, Hair Transplant Surgeon, Cosmetologist"
AAA949,Dr. Manjunath H,"DPM (Psychiatry), MBBS",3.1,26,Bangalore,800,24,"Psychiatrist, Neuropsychiatrist, Addiction Psychiatrist"
AAA950,Dr. Geetha Nagarjuna,"MBBS, MS - Obstetrics & Gynaecology",5,103,Bangalore,600,13,"Obstetrician, Gynecologist"
AAA951,Dr. Chetana V,"MBBS, DNB - Obstetrics & Gynecology",4.7,33,Bangalore,800,23,Gynecologist
AAA952,Dr. Rashmi S R,"MBBS, DNB - General Medicine, DNB - Nephrology",4.85,35,Bangalore,850,17,Nephrologist/Renal Specialist
AAA953,Ms. Shazia Makhdoomi,M.Sc. - Home Science (Clinical Nutrition and Dietetics),5,296,Bangalore,750,14,TherapistClinical Nutritionist
AAA954,Dr. Joy Krishna Banerjee,BHMS,4.75,963,Bangalore,400,17,AYUSHHomoeopath
AAA955,Dr. Sanjay Prasad Hegde,"MBBS, MS - Orthopaedics",4.2,56,Bangalore,850,32,Orthopedic surgeon
AAA956,Dr. Sathya Prakash,"MBBS, MS - Orthopaedics",4.65,361,Bangalore,500,24,Orthopedic surgeon
AAA957,Dr. Radhika kamuni,"MBBS, DGO, DNB - Obstetrics & Gynecology",4.9,215,Bangalore,850,16,"Gynecologist, Obstetrician"
AAA958,Dr. Mamatha B Shetty,"MBBS, MS - Obstetrics & Gynaecology",4.95,229,Bangalore,850,20,"Gynecologist, Obstetrician"
AAA959,Dr. Kavya Nayak,"MBBS, MD - Dermatology , Venereology & Leprosy",4.8,1190,Bangalore,700,15,"Dermatologist, Cosmetologist, Aesthetic Dermatologist, Dermatosurgeon"
AAA960,Dr. Harish Kumar N,"MBBS, MS - Ophthalmology",4.8,134,Bangalore,500,17,Ophthalmologist/ Eye Surgeon
AAA961,Dr. Suchindra R,"MBBS, MD - Obstetrics & Gynaecology",4.35,47,Bangalore,900,16,"Infertility Specialist, Gynecologist, Reproductive Endocrinologist (Infertility)"
AAA962,Ms. Kala Bhandari,BA - Psychology,5,26,Bangalore,1000,12,TherapistCounselling Psychologist
AAA963,Dr. Sanjay N,"BDS, MDS - Orthodontics",4.85,376,Bangalore,300,18,"Orthodontist, Dental Surgeon, Dentist, Implantologist"
AAA964,Dr. Sowmya. M,"MBBS, MD - General Medicine, DM - Neurology",5,13,Bangalore,1000,18,Neurologist
AAA965,Dr. Akhil K. Bhat,"MBBS, MS - General Surgery, MRCS (UK)",4.75,22,Bangalore,600,26,"Laparoscopic Surgeon, General Surgeon"
AAA966,Dr. Shraddha Bahirwani,"BDS, MDS",4.15,12,Bangalore,600,30,"Dentist, Cosmetic/Aesthetic Dentist"
AAA967,Dr. Kiranmai Yellapu,BHMS,4.55,22,Bangalore,450,17,AYUSHHomoeopath
AAA968,Dr. Sunil Kumar S,"MBBS, MD - General Medicine, DM - Cardiology, Fellowship In Interventional  Cardiology",5,46,Bangalore,1000,19,"Interventional Cardiologist, Cardiologist"
AAA969,Dr. Gurudev. S,BDS,4.9,709,Bangalore,500,21,"Cosmetic/Aesthetic Dentist, Implantologist, Dentist"
AAA970,Dr. A.K. Roy,"MBBS, MD - Medicine, DM - Neurology",2.7,57,Bangalore,1100,45,Neurologist
AAA971,Dr. Lohith U,"MBBS, MS - General Surgery, DNB - Surgical Gastroenterology",5,15,Bangalore,900,15,"Laparoscopic Surgeon, GastroIntestinal Surgeon"
AAA972,Dr. Chetak Shetty,"BDS, MDS - Orthodontics",4.95,165,Bangalore,300,25,"Orthodontist, Dentofacial Orthopedist"
AAA973,Dr. Ambanna Gowda,"MBBS, MD - General Medicine",4.35,38,Bangalore,850,13,"Internal Medicine, General Physician"
AAA974,Dr. Phani Bhushan,"MBBS, Diploma in Child Health (DCH), Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)",4.7,17,Bangalore,1000,26,"Pediatrician, Neonatologist"
AAA975,Dr. S. D. Subba Rao,"MBBS, DNB - Paediatrics, Diploma in Child Health (DCH)",4.6,62,Bangalore,900,45,Pediatrician
AAA976,Dr. Prashant Joshi,"MBBS, MD - Obstetrics & Gynaecology",5,13,Bangalore,850,17,Infertility Specialist
AAA977,Dr. Swati Prasad,"DO, MBBS",5,20,Bangalore,600,21,Ophthalmologist/ Eye Surgeon
AAA978,Dr. Shambhu H Shivanna,"BDS, MDS - Prosthodontist And Crown Bridge",4.9,613,Bangalore,400,24,"Prosthodontist, Dentist, Implantologist, Cosmetic/Aesthetic Dentist, Dental Surgeon"
AAA979,Dr. Satish Ramaiah,"MBBS, MRCPsych",4.9,1436,Bangalore,1500,22,Psychiatrist
AAA980,Dr. Smitha Balan,BDS,5,99,Bangalore,200,21,Dentist
AAA981,Dr. Phanindra V V,"MD - Ayurveda Medicine, BAMS",4.95,1127,Bangalore,500,15,"AYUSHAyurveda, Sexologist, Sexologist (Ayurveda)"
AAA982,Dr. Nahid Azeeza Khan,BDS,4.95,97,Bangalore,500,15,"Dental Surgeon, Dentist"
AAA983,Dr. Shanthi Reddy M,"MD - Physician, MD - Pediatrics",4.85,208,Bangalore,650,13,Pediatrician
AAA984,Dr. Raviraj A,"MBBS, Diploma in Orthopaedics, DNB - Orthopedics/Orthopedic Surgery",4.75,268,Bangalore,750,23,Orthopedic surgeon
AAA985,Dr. Sainath Adsare,"BDS, MDS - Conservative Dentistry & Endodontics",4.95,266,Bangalore,200,12,"Endodontist, Cosmetic/Aesthetic Dentist"
AAA986,Dr. Srikanth Reddy,BDS,5,118,Bangalore,400,16,Dentist
AAA987,Dr. Lakshmi Vinutha Reddy,"MBBS, Fellow of American College of Endocrinology(FACE)",4.7,181,Bangalore,850,22,Special Interest in Diabetology
AAA988,Dr. Smitha Shetty,"BDS, MDS - Orthodontics",5,123,Bangalore,300,20,Orthodontist
AAA989,Dr. Sudheendra M Rao,"MBBS, Diploma in Orthopaedics, DNB - Orthopedics/Orthopedic Surgery, MNAMS - Orthopaedics",4.85,59,Bangalore,650,14,Orthopedic surgeon
AAA990,Dr. Sanjay Mohanchandra,"BDS, MDS - Oral & Maxillofacial Surgery",4.85,209,Bangalore,500,35,"Dentist, Oral And MaxilloFacial Surgeon, Implantologist, Cosmetic/Aesthetic Dentist"
AAA991,Dr. C.M Nagesh,"MBBS, MD - General Medicine, DM - Cardiology",5,13,Bangalore,1000,24,Cardiologist
AAA992,Dr. Chetali Samant,"BAMS, MD - Ayurveda Medicine",5,112,Bangalore,1000,22,AYUSHAyurveda
AAA993,Dr. Shivanand V,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics, MOrth",4.95,738,Bangalore,250,17,"Dentist, Dental Surgeon, Orthodontist, Dentofacial Orthopedist"
AAA994,Dr. Ganesh Shetty,"BDS, MICOI (USA)",4.9,3819,Bangalore,500,25,"Dentist, Implantologist, Dental Surgeon"
AAA995,Dr. Raj D. Chakravarty,"MS - Orthopaedics, MBBS",4.05,42,Bangalore,850,47,Orthopedic surgeon
AAA996,Dr. Remya Premkumar,"BDS, MDS - Conservative Dentistry & Endodontics",5,54,Bangalore,500,12,Endodontist
AAA997,Dr. Sankeerth Vijayakumar,"MBBS, MD - Dermatology , Venereology & Leprosy",4.85,527,Bangalore,700,13,"Dermatologist, Aesthetic Dermatologist, Cosmetologist"
AAA998,Dr. Mohit Shetti,"MBBS, DNB - General Medicine, MRCP (UK)",4.35,103,Bangalore,1100,23,Gastroenterologist
